1219002,2023-09-11 13:54:58.046317,227,1,427,295,result_images_pengujian\1219002_20230911135458.jpg,False
1219002,2023-09-11 13:54:59.208153,246,0,408,250,result_images_pengujian\1219002_20230911135459.jpg,False
1219016,2023-09-11 13:55:05.147644,257,60,391,289,result_images_pengujian\1219016_20230911135505.jpg,False
1219016,2023-09-11 13:55:08.747160,257,58,394,292,result_images_pengujian\1219016_20230911135508.jpg,False
1219016,2023-09-11 13:55:42.055955,333,19,405,128,result_images_pengujian\1219016_20230911135542.jpg,False
1219016,2023-09-11 13:56:35.594789,256,23,418,325,result_images_pengujian\1219016_20230911135635.jpg,False
1219002,2023-09-11 13:57:33.740360,2,13,113,437,result_images_pengujian\1219002_20230911135733.jpg,False
1219002,2023-09-11 13:57:34.806116,0,6,119,480,result_images_pengujian\1219002_20230911135734.jpg,False
1219002,2023-09-11 13:57:35.875714,0,1,126,480,result_images_pengujian\1219002_20230911135735.jpg,False
1219002,2023-09-11 13:57:52.960679,0,2,138,480,result_images_pengujian\1219002_20230911135752.jpg,False
1219002,2023-09-11 13:57:56.160839,0,5,165,480,result_images_pengujian\1219002_20230911135756.jpg,False
1219002,2023-09-11 13:58:02.621580,1,0,179,480,result_images_pengujian\1219002_20230911135802.jpg,False
1219002,2023-09-11 13:58:03.676506,3,0,212,480,result_images_pengujian\1219002_20230911135803.jpg,False
1219002,2023-09-11 13:58:04.682339,4,0,207,480,result_images_pengujian\1219002_20230911135804.jpg,False
1219002,2023-09-11 13:58:05.664901,1,0,211,480,result_images_pengujian\1219002_20230911135805.jpg,False
1219002,2023-09-11 13:58:09.030824,4,0,213,480,result_images_pengujian\1219002_20230911135809.jpg,False
1219002,2023-09-11 13:58:10.068765,5,0,216,480,result_images_pengujian\1219002_20230911135810.jpg,False
1219002,2023-09-11 13:58:10.924446,5,0,214,480,result_images_pengujian\1219002_20230911135810.jpg,False
1219012,2023-09-11 13:58:35.977574,321,117,400,242,result_images_pengujian\1219012_20230911135835.jpg,False
1219012,2023-09-11 13:58:37.682555,317,152,435,392,result_images_pengujian\1219012_20230911135837.jpg,False
1219012,2023-09-11 13:58:38.484314,316,152,434,390,result_images_pengujian\1219012_20230911135838.jpg,False
1219012,2023-09-11 13:58:39.461412,315,152,433,380,result_images_pengujian\1219012_20230911135839.jpg,False
1219012,2023-09-11 13:58:40.342765,310,146,426,347,result_images_pengujian\1219012_20230911135840.jpg,False
1219012,2023-09-11 13:58:41.341261,312,146,426,352,result_images_pengujian\1219012_20230911135841.jpg,False
1219012,2023-09-11 13:58:44.747400,312,149,427,362,result_images_pengujian\1219012_20230911135844.jpg,False
1219012,2023-09-11 13:58:45.622470,312,152,427,374,result_images_pengujian\1219012_20230911135845.jpg,False
1219012,2023-09-11 13:58:46.480001,311,152,427,375,result_images_pengujian\1219012_20230911135846.jpg,False
1219012,2023-09-11 13:58:48.280762,310,152,426,376,result_images_pengujian\1219012_20230911135848.jpg,False
1219012,2023-09-11 13:58:49.253430,310,153,426,372,result_images_pengujian\1219012_20230911135849.jpg,False
1219012,2023-09-11 13:58:50.081155,309,153,425,371,result_images_pengujian\1219012_20230911135850.jpg,False
1219012,2023-09-11 13:58:50.988155,309,107,405,244,result_images_pengujian\1219012_20230911135850.jpg,False
1219012,2023-09-11 13:58:51.845173,329,140,408,246,result_images_pengujian\1219012_20230911135851.jpg,False
1219012,2023-09-11 13:58:53.636316,324,119,406,244,result_images_pengujian\1219012_20230911135853.jpg,False
1219016,2023-09-11 13:59:01.415499,253,229,385,449,result_images_pengujian\1219016_20230911135901.jpg,False
1219016,2023-09-11 13:59:03.273990,278,200,449,476,result_images_pengujian\1219016_20230911135903.jpg,False
1219016,2023-09-11 13:59:04.290448,274,196,437,473,result_images_pengujian\1219016_20230911135904.jpg,False
1219002,2023-09-11 13:59:05.276597,259,204,452,480,result_images_pengujian\1219002_20230911135905.jpg,False
1219002,2023-09-11 13:59:06.057672,241,251,446,471,result_images_pengujian\1219002_20230911135906.jpg,False
1219002,2023-09-11 13:59:06.932383,242,257,445,476,result_images_pengujian\1219002_20230911135906.jpg,False
1219002,2023-09-11 13:59:07.809277,243,255,442,474,result_images_pengujian\1219002_20230911135907.jpg,False
1219002,2023-09-11 13:59:08.826822,240,256,441,476,result_images_pengujian\1219002_20230911135908.jpg,False
1219016,2023-09-11 13:59:11.510862,279,187,452,478,result_images_pengujian\1219016_20230911135911.jpg,False
1219016,2023-09-11 13:59:12.459282,292,192,465,472,result_images_pengujian\1219016_20230911135912.jpg,False
1219016,2023-09-11 13:59:13.354520,282,203,454,475,result_images_pengujian\1219016_20230911135913.jpg,False
